"Contract_ID","Plan_ID","Segment_ID","Contract_Year","Language_Name","Package_Description","Package_Sort","Category_Description","Service_Description","Service_Sort","Cost_Share"
"H0028","016","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$22.80"
"H0028","016","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","016","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","016","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$22.80"
"H0028","016","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$22.80"
"H0028","016","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","016","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","016","0","2019","English","Package #2","28","Preventive dental","Monthly Premium","80","$27.20"
"H0028","016","0","2019","English","Package #2","28","Comprehensive dental","Monthly Premium","80","$27.20"
"H0028","016","0","2019","English","Package #2","28","Preventive dental","Deductible","81","N/A"
"H0028","016","0","2019","English","Package #2","28","Comprehensive dental","Deductible","81","N/A"
"H0028","016","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Prima mensual","80","$27.20"
"H0028","016","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Prima mensual","80","$27.20"
"H0028","016","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Deducible","81","N/A"
"H0028","016","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Deducible","81","N/A"
"H0028","017","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$27.20"
"H0028","017","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$27.20"
"H0028","017","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","017","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","017","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$27.20"
"H0028","017","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$27.20"
"H0028","017","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","017","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","019","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$19.20"
"H0028","019","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$19.20"
"H0028","019","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","019","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","019","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$19.20"
"H0028","019","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$19.20"
"H0028","019","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","019","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","020","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$26.60"
"H0028","020","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$26.60"
"H0028","020","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","020","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","020","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$26.60"
"H0028","020","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$26.60"
"H0028","020","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","020","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","021","0","2019","English","Package #1","27","Eye exams","Monthly Premium","80","$15.30"
"H0028","021","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$15.30"
"H0028","021","0","2019","English","Package #1","27","Eye exams","Deductible","81","N/A"
"H0028","021","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H0028","021","0","2019","Spanish","Paquete # 1","27","Exámenes oculares","Prima mensual","80","$15.30"
"H0028","021","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$15.30"
"H0028","021","0","2019","Spanish","Paquete # 1","27","Exámenes oculares","Deducible","81","N/A"
"H0028","021","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H0028","021","0","2019","English","Package #2","28","Preventive dental","Monthly Premium","80","$35.50"
"H0028","021","0","2019","English","Package #2","28","Comprehensive dental","Monthly Premium","80","$35.50"
"H0028","021","0","2019","English","Package #2","28","Preventive dental","Deductible","81","N/A"
"H0028","021","0","2019","English","Package #2","28","Comprehensive dental","Deductible","81","N/A"
"H0028","021","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Prima mensual","80","$35.50"
"H0028","021","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Prima mensual","80","$35.50"
"H0028","021","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Deducible","81","N/A"
"H0028","021","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Deducible","81","N/A"
"H0028","022","0","2019","English","Package #1","27","Eye exams","Monthly Premium","80","$15.30"
"H0028","022","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$15.30"
"H0028","022","0","2019","English","Package #1","27","Eye exams","Deductible","81","N/A"
"H0028","022","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H0028","022","0","2019","Spanish","Paquete # 1","27","Exámenes oculares","Prima mensual","80","$15.30"
"H0028","022","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$15.30"
"H0028","022","0","2019","Spanish","Paquete # 1","27","Exámenes oculares","Deducible","81","N/A"
"H0028","022","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H0028","022","0","2019","English","Package #2","28","Preventive dental","Monthly Premium","80","$28.30"
"H0028","022","0","2019","English","Package #2","28","Comprehensive dental","Monthly Premium","80","$28.30"
"H0028","022","0","2019","English","Package #2","28","Preventive dental","Deductible","81","N/A"
"H0028","022","0","2019","English","Package #2","28","Comprehensive dental","Deductible","81","N/A"
"H0028","022","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Prima mensual","80","$28.30"
"H0028","022","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Prima mensual","80","$28.30"
"H0028","022","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Deducible","81","N/A"
"H0028","022","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Deducible","81","N/A"
"H0028","023","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$26.60"
"H0028","023","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$26.60"
"H0028","023","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","023","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","023","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$26.60"
"H0028","023","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$26.60"
"H0028","023","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","023","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","023","0","2019","English","Package #2","28","Eye exams","Monthly Premium","80","$15.30"
"H0028","023","0","2019","English","Package #2","28","Eyewear","Monthly Premium","80","$15.30"
"H0028","023","0","2019","English","Package #2","28","Eye exams","Deductible","81","N/A"
"H0028","023","0","2019","English","Package #2","28","Eyewear","Deductible","81","N/A"
"H0028","023","0","2019","Spanish","Paquete # 2","28","Exámenes oculares","Prima mensual","80","$15.30"
"H0028","023","0","2019","Spanish","Paquete # 2","28","Anteojos y lentes de contacto","Prima mensual","80","$15.30"
"H0028","023","0","2019","Spanish","Paquete # 2","28","Exámenes oculares","Deducible","81","N/A"
"H0028","023","0","2019","Spanish","Paquete # 2","28","Anteojos y lentes de contacto","Deducible","81","N/A"
"H0028","023","0","2019","English","Package #3","29","Preventive dental","Monthly Premium","80","$22.70"
"H0028","023","0","2019","English","Package #3","29","Comprehensive dental","Monthly Premium","80","$22.70"
"H0028","023","0","2019","English","Package #3","29","Eye exams","Monthly Premium","80","$22.70"
"H0028","023","0","2019","English","Package #3","29","Eyewear","Monthly Premium","80","$22.70"
"H0028","023","0","2019","English","Package #3","29","Preventive dental","Deductible","81","$50.00"
"H0028","023","0","2019","English","Package #3","29","Comprehensive dental","Deductible","81","$50.00"
"H0028","023","0","2019","English","Package #3","29","Eye exams","Deductible","81","$50.00"
"H0028","023","0","2019","English","Package #3","29","Eyewear","Deductible","81","$50.00"
"H0028","023","0","2019","Spanish","Paquete # 3","29","Odontológicos preventivos","Prima mensual","80","$22.70"
"H0028","023","0","2019","Spanish","Paquete # 3","29","Dentales integrals","Prima mensual","80","$22.70"
"H0028","023","0","2019","Spanish","Paquete # 3","29","Exámenes oculares","Prima mensual","80","$22.70"
"H0028","023","0","2019","Spanish","Paquete # 3","29","Anteojos y lentes de contacto","Prima mensual","80","$22.70"
"H0028","023","0","2019","Spanish","Paquete # 3","29","Odontológicos preventivos","Deducible","81","$50.00"
"H0028","023","0","2019","Spanish","Paquete # 3","29","Dentales integrals","Deducible","81","$50.00"
"H0028","023","0","2019","Spanish","Paquete # 3","29","Exámenes oculares","Deducible","81","$50.00"
"H0028","023","0","2019","Spanish","Paquete # 3","29","Anteojos y lentes de contacto","Deducible","81","$50.00"
"H0028","024","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$28.30"
"H0028","024","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$28.30"
"H0028","024","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","024","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","024","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$28.30"
"H0028","024","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$28.30"
"H0028","024","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","024","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","025","1","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$25.10"
"H0028","025","1","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$25.10"
"H0028","025","1","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","025","1","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","025","1","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$25.10"
"H0028","025","1","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$25.10"
"H0028","025","1","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","025","1","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","025","2","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$25.10"
"H0028","025","2","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$25.10"
"H0028","025","2","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","025","2","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","025","2","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$25.10"
"H0028","025","2","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$25.10"
"H0028","025","2","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","025","2","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","026","1","2019","English","Package #1","27","Eye exams","Monthly Premium","80","$15.30"
"H0028","026","1","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$15.30"
"H0028","026","1","2019","English","Package #1","27","Eye exams","Deductible","81","N/A"
"H0028","026","1","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H0028","026","1","2019","Spanish","Paquete # 1","27","Exámenes oculares","Prima mensual","80","$15.30"
"H0028","026","1","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$15.30"
"H0028","026","1","2019","Spanish","Paquete # 1","27","Exámenes oculares","Deducible","81","N/A"
"H0028","026","1","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H0028","026","2","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$34.20"
"H0028","026","2","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$34.20"
"H0028","026","2","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","026","2","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","026","2","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$34.20"
"H0028","026","2","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$34.20"
"H0028","026","2","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","026","2","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","027","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$31.70"
"H0028","027","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$31.70"
"H0028","027","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","027","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","027","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$31.70"
"H0028","027","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$31.70"
"H0028","027","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","027","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","028","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$28.30"
"H0028","028","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$28.30"
"H0028","028","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","028","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","028","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$28.30"
"H0028","028","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$28.30"
"H0028","028","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","028","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","035","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$24.10"
"H0028","035","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$24.10"
"H0028","035","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","035","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","035","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$24.10"
"H0028","035","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$24.10"
"H0028","035","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","035","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","038","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$16.60"
"H0028","038","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$16.60"
"H0028","038","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","038","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","038","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$16.60"
"H0028","038","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$16.60"
"H0028","038","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","038","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","041","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$16.60"
"H0028","041","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$16.60"
"H0028","041","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","041","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","041","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$16.60"
"H0028","041","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$16.60"
"H0028","041","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","041","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0028","041","0","2019","English","Package #2","28","Wellness programs <i>(e.g., fitness, nursing hotline)</i>","Monthly Premium","80","$15.00"
"H0028","041","0","2019","English","Package #2","28","Wellness programs <i>(e.g., fitness, nursing hotline)</i>","Deductible","81","N/A"
"H0028","041","0","2019","Spanish","Paquete # 2","28","Programas de bienestar <i>(por ejemplo, programas de estado físico, línea directa de enfermería)</i>","Prima mensual","80","$15.00"
"H0028","041","0","2019","Spanish","Paquete # 2","28","Programas de bienestar <i>(por ejemplo, programas de estado físico, línea directa de enfermería)</i>","Deducible","81","N/A"
"H0028","043","2","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$16.60"
"H0028","043","2","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$16.60"
"H0028","043","2","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0028","043","2","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0028","043","2","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$16.60"
"H0028","043","2","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$16.60"
"H0028","043","2","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0028","043","2","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0292","001","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$25.40"
"H0292","001","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$25.40"
"H0292","001","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0292","001","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0292","001","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$25.40"
"H0292","001","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$25.40"
"H0292","001","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0292","001","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0292","001","0","2019","English","Package #2","28","Preventive dental","Monthly Premium","80","$29.20"
"H0292","001","0","2019","English","Package #2","28","Comprehensive dental","Monthly Premium","80","$29.20"
"H0292","001","0","2019","English","Package #2","28","Preventive dental","Deductible","81","N/A"
"H0292","001","0","2019","English","Package #2","28","Comprehensive dental","Deductible","81","N/A"
"H0292","001","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Prima mensual","80","$29.20"
"H0292","001","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Prima mensual","80","$29.20"
"H0292","001","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Deducible","81","N/A"
"H0292","001","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Deducible","81","N/A"
"H0292","002","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$19.50"
"H0292","002","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$19.50"
"H0292","002","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H0292","002","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H0292","002","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$19.50"
"H0292","002","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$19.50"
"H0292","002","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H0292","002","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H0292","002","0","2019","English","Package #2","28","Preventive dental","Monthly Premium","80","$23.30"
"H0292","002","0","2019","English","Package #2","28","Comprehensive dental","Monthly Premium","80","$23.30"
"H0292","002","0","2019","English","Package #2","28","Preventive dental","Deductible","81","N/A"
"H0292","002","0","2019","English","Package #2","28","Comprehensive dental","Deductible","81","N/A"
"H0292","002","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Prima mensual","80","$23.30"
"H0292","002","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Prima mensual","80","$23.30"
"H0292","002","0","2019","Spanish","Paquete # 2","28","Odontológicos preventivos","Deducible","81","N/A"
"H0292","002","0","2019","Spanish","Paquete # 2","28","Dentales integrals","Deducible","81","N/A"
"H0294","002","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H0294","002","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H0294","002","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H0294","002","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H0294","002","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H0294","002","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
"H0294","002","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H0294","002","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H0294","004","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H0294","004","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H0294","004","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H0294","004","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H0294","004","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$39.00"
"H0294","004","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$39.00"
"H0294","004","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H0294","004","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H0294","010","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H0294","010","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H0294","010","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H0294","010","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H0294","010","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H0294","010","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
"H0294","010","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H0294","010","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H0294","011","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H0294","011","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H0294","011","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
