"Contract_ID","Plan_ID","Cobrand_ID","Cobrand_name","Contract_Year"
"H5521","015","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","016","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","020","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","022","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","027","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","033","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","037","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","040","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","053","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","055","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","056","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","057","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","058","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","059","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","060","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","076","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","077","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","081","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","082","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","083","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","084","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","085","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","086","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","087","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","088","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","089","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","090","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","091","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","092","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","094","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","095","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","099","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","100","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","101","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","102","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","103","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","104","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","105","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","107","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","108","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","109","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","110","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","130","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","131","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","167","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","168","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","169","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","170","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","171","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","177","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","178","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","179","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","183","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","184","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","185","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","186","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","187","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","190","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","196","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","197","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5521","199","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5522","001","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5522","002","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5522","004","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5522","005","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5522","013","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5522","014","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5522","017","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5522","018","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5793","001","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5793","010","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H5793","011","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H7149","001","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H7149","004","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H7301","002","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H7301","006","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H7301","007","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H8649","003","11","A-S MEDICATION SOLUTIONS-4003","2019"
"H8649","008","11","A-S MEDICATION SOLUTIONS-4003","2019"
"R6694","003","11","A-S MEDICATION SOLUTIONS-4003","2019"
"R6694","006","11","A-S MEDICATION SOLUTIONS-4003","2019"
"S5768","125","12","A-S Medication Solutions","2019"
"S5768","126","12","A-S Medication Solutions","2019"
"S5768","127","12","A-S Medication Solutions","2019"
"S5768","128","12","A-S Medication Solutions","2019"
"S5768","129","12","A-S Medication Solutions","2019"
"S5768","130","12","A-S Medication Solutions","2019"
"S5768","131","12","A-S Medication Solutions","2019"
"S5768","132","12","A-S Medication Solutions","2019"
"S5768","133","12","A-S Medication Solutions","2019"
"S5768","134","12","A-S Medication Solutions","2019"
"S5768","135","12","A-S Medication Solutions","2019"
"S5768","136","12","A-S Medication Solutions","2019"
"S5768","137","12","A-S Medication Solutions","2019"
"S5768","138","12","A-S Medication Solutions","2019"
"S5768","139","12","A-S Medication Solutions","2019"
"S5768","140","12","A-S Medication Solutions","2019"
"S5768","141","12","A-S Medication Solutions","2019"
"S5768","142","12","A-S Medication Solutions","2019"
"S5768","143","12","A-S Medication Solutions","2019"
"S5768","144","12","A-S Medication Solutions","2019"
"S5768","145","12","A-S Medication Solutions","2019"
"S5768","146","12","A-S Medication Solutions","2019"
"S5768","147","12","A-S Medication Solutions","2019"
"S5768","148","12","A-S Medication Solutions","2019"
"S5768","149","12","A-S Medication Solutions","2019"
"S5768","150","12","A-S Medication Solutions","2019"
"S5768","151","12","A-S Medication Solutions","2019"
"S5768","152","12","A-S Medication Solutions","2019"
"S5768","153","12","A-S Medication Solutions","2019"
"S5768","154","12","A-S Medication Solutions","2019"
"S5768","155","12","A-S Medication Solutions","2019"
"S5768","197","12","A-S Medication Solutions","2019"
"S5768","198","12","A-S Medication Solutions","2019"
"S5768","200","12","A-S Medication Solutions","2019"
"S5810","035","12","A-S Medication Solutions","2019"
"S5810","036","12","A-S Medication Solutions","2019"
"S5810","037","12","A-S Medication Solutions","2019"
"S5810","038","12","A-S Medication Solutions","2019"
"S5810","039","12","A-S Medication Solutions","2019"
"S5810","040","12","A-S Medication Solutions","2019"
"S5810","041","12","A-S Medication Solutions","2019"
"S5810","042","12","A-S Medication Solutions","2019"
"S5810","043","12","A-S Medication Solutions","2019"
"S5810","044","12","A-S Medication Solutions","2019"
"S5810","045","12","A-S Medication Solutions","2019"
"S5810","046","12","A-S Medication Solutions","2019"
"S5810","047","12","A-S Medication Solutions","2019"
"S5810","048","12","A-S Medication Solutions","2019"
"S5810","049","12","A-S Medication Solutions","2019"
"S5810","050","12","A-S Medication Solutions","2019"
"S5810","051","12","A-S Medication Solutions","2019"
"S5810","052","12","A-S Medication Solutions","2019"
"S5810","053","12","A-S Medication Solutions","2019"
"S5810","054","12","A-S Medication Solutions","2019"
"S5810","055","12","A-S Medication Solutions","2019"
"S5810","056","12","A-S Medication Solutions","2019"
"S5810","057","12","A-S Medication Solutions","2019"
"S5810","058","12","A-S Medication Solutions","2019"
"S5810","059","12","A-S Medication Solutions","2019"
"S5810","060","12","A-S Medication Solutions","2019"
"S5810","061","12","A-S Medication Solutions","2019"
"S5810","062","12","A-S Medication Solutions","2019"
"S5810","063","12","A-S Medication Solutions","2019"
"S5810","064","12","A-S Medication Solutions","2019"
"S5810","065","12","A-S Medication Solutions","2019"
"S5810","066","12","A-S Medication Solutions","2019"
"S5810","067","12","A-S Medication Solutions","2019"
"S5810","068","12","A-S Medication Solutions","2019"
"S5810","276","12","A-S Medication Solutions","2019"
"S5810","277","12","A-S Medication Solutions","2019"
"S5810","278","12","A-S Medication Solutions","2019"
"S5810","279","12","A-S Medication Solutions","2019"
"S5810","280","12","A-S Medication Solutions","2019"
"S5810","281","12","A-S Medication Solutions","2019"
"S5810","282","12","A-S Medication Solutions","2019"
"S5810","283","12","A-S Medication Solutions","2019"
"S5810","284","12","A-S Medication Solutions","2019"
"S5810","285","12","A-S Medication Solutions","2019"
"S5810","286","12","A-S Medication Solutions","2019"
"S5810","287","12","A-S Medication Solutions","2019"
"S5810","288","12","A-S Medication Solutions","2019"
"S5810","289","12","A-S Medication Solutions","2019"
"S5810","290","12","A-S Medication Solutions","2019"
"S5810","291","12","A-S Medication Solutions","2019"
"S5810","292","12","A-S Medication Solutions","2019"
"S5810","293","12","A-S Medication Solutions","2019"
"S5810","294","12","A-S Medication Solutions","2019"
"S5810","295","12","A-S Medication Solutions","2019"
"S5810","296","12","A-S Medication Solutions","2019"
"S5810","297","12","A-S Medication Solutions","2019"
"S5810","298","12","A-S Medication Solutions","2019"
"S5810","299","12","A-S Medication Solutions","2019"
"S5810","300","12","A-S Medication Solutions","2019"
"S5810","301","12","A-S Medication Solutions","2019"
"S5810","302","12","A-S Medication Solutions","2019"
"S5810","303","12","A-S Medication Solutions","2019"
"S5810","304","12","A-S Medication Solutions","2019"
"S5810","305","12","A-S Medication Solutions","2019"
"S5810","306","12","A-S Medication Solutions","2019"
"S5810","307","12","A-S Medication Solutions","2019"
"S5810","308","12","A-S Medication Solutions","2019"
"S5810","309","12","A-S Medication Solutions","2019"
"S5810","801","12","A-S Medication Solutions","2019"
"H0523","002","13","AAA Allied Insurance Services","2019"
"H0523","022","13","AAA Allied Insurance Services","2019"
"H0523","031","13","AAA Allied Insurance Services","2019"
"H0523","052","13","AAA Allied Insurance Services","2019"
"H0523","061","13","AAA Allied Insurance Services","2019"
"H0523","063","13","AAA Allied Insurance Services","2019"
"H1109","005","13","AAA Allied Insurance Services","2019"
"H1608","001","13","AAA Allied Insurance Services","2019"
"H1608","004","13","AAA Allied Insurance Services","2019"
"H1608","007","13","AAA Allied Insurance Services","2019"
"H1608","008","13","AAA Allied Insurance Services","2019"
"H1608","012","13","AAA Allied Insurance Services","2019"
"H1608","013","13","AAA Allied Insurance Services","2019"
"H1608","016","13","AAA Allied Insurance Services","2019"
"H1608","017","13","AAA Allied Insurance Services","2019"
"H1608","018","13","AAA Allied Insurance Services","2019"
"H1608","021","13","AAA Allied Insurance Services","2019"
"H1608","024","13","AAA Allied Insurance Services","2019"
"H1608","026","13","AAA Allied Insurance Services","2019"
"H1608","027","13","AAA Allied Insurance Services","2019"
"H1608","028","13","AAA Allied Insurance Services","2019"
"H1608","029","13","AAA Allied Insurance Services","2019"
"H1608","031","13","AAA Allied Insurance Services","2019"
"H1608","035","13","AAA Allied Insurance Services","2019"
"H1608","036","13","AAA Allied Insurance Services","2019"
"H1608","037","13","AAA Allied Insurance Services","2019"
"H1608","038","13","AAA Allied Insurance Services","2019"
"H1609","001","13","AAA Allied Insurance Services","2019"
"H1609","009","13","AAA Allied Insurance Services","2019"
"H1609","014","13","AAA Allied Insurance Services","2019"
"H1609","015","13","AAA Allied Insurance Services","2019"
"H1609","016","13","AAA Allied Insurance Services","2019"
"H1609","017","13","AAA Allied Insurance Services","2019"
"H1609","018","13","AAA Allied Insurance Services","2019"
"H1609","019","13","AAA Allied Insurance Services","2019"
"H1609","020","13","AAA Allied Insurance Services","2019"
"H1609","021","13","AAA Allied Insurance Services","2019"
"H1609","022","13","AAA Allied Insurance Services","2019"
"H1609","023","13","AAA Allied Insurance Services","2019"
"H1609","024","13","AAA Allied Insurance Services","2019"
"H1609","025","13","AAA Allied Insurance Services","2019"
"H1609","026","13","AAA Allied Insurance Services","2019"
"H1609","027","13","AAA Allied Insurance Services","2019"
"H1609","028","13","AAA Allied Insurance Services","2019"
"H1692","002","13","AAA Allied Insurance Services","2019"
"H1692","003","13","AAA Allied Insurance Services","2019"
"H1692","004","13","AAA Allied Insurance Services","2019"
"H2663","002","13","AAA Allied Insurance Services","2019"
"H2663","005","13","AAA Allied Insurance Services","2019"
"H2663","006","13","AAA Allied Insurance Services","2019"
"H2663","015","13","AAA Allied Insurance Services","2019"
"H2663","016","13","AAA Allied Insurance Services","2019"
"H2663","017","13","AAA Allied Insurance Services","2019"
"H2663","021","13","AAA Allied Insurance Services","2019"
"H2663","022","13","AAA Allied Insurance Services","2019"
"H2663","023","13","AAA Allied Insurance Services","2019"
"H2663","024","13","AAA Allied Insurance Services","2019"
"H2663","025","13","AAA Allied Insurance Services","2019"
"H2663","026","13","AAA Allied Insurance Services","2019"
"H2663","027","13","AAA Allied Insurance Services","2019"
"H2663","028","13","AAA Allied Insurance Services","2019"
"H2663","029","13","AAA Allied Insurance Services","2019"
"H2663","032","13","AAA Allied Insurance Services","2019"
"H3152","022","13","AAA Allied Insurance Services","2019"
"H3152","045","13","AAA Allied Insurance Services","2019"
"H3152","048","13","AAA Allied Insurance Services","2019"
"H3152","080","13","AAA Allied Insurance Services","2019"
"H3152","082","13","AAA Allied Insurance Services","2019"
"H3152","084","13","AAA Allied Insurance Services","2019"
"H3152","085","13","AAA Allied Insurance Services","2019"
"H3312","002","13","AAA Allied Insurance Services","2019"
"H3312","018","13","AAA Allied Insurance Services","2019"
"H3312","048","13","AAA Allied Insurance Services","2019"
"H3312","062","13","AAA Allied Insurance Services","2019"
"H3312","063","13","AAA Allied Insurance Services","2019"
"H3597","001","13","AAA Allied Insurance Services","2019"
"H3597","007","13","AAA Allied Insurance Services","2019"
"H3597","009","13","AAA Allied Insurance Services","2019"
"H3928","001","13","AAA Allied Insurance Services","2019"
"H3928","002","13","AAA Allied Insurance Services","2019"
"H3931","004","13","AAA Allied Insurance Services","2019"
"H3931","055","13","AAA Allied Insurance Services","2019"
"H3931","064","13","AAA Allied Insurance Services","2019"
"H3931","070","13","AAA Allied Insurance Services","2019"
"H3931","081","13","AAA Allied Insurance Services","2019"
"H3931","091","13","AAA Allied Insurance Services","2019"
"H3931","092","13","AAA Allied Insurance Services","2019"
"H3931","093","13","AAA Allied Insurance Services","2019"
"H3931","094","13","AAA Allied Insurance Services","2019"
"H3931","095","13","AAA Allied Insurance Services","2019"
"H3931","096","13","AAA Allied Insurance Services","2019"
"H3931","097","13","AAA Allied Insurance Services","2019"
"H3931","098","13","AAA Allied Insurance Services","2019"
"H3931","099","13","AAA Allied Insurance Services","2019"
"H3931","100","13","AAA Allied Insurance Services","2019"
"H3931","101","13","AAA Allied Insurance Services","2019"
"H3931","102","13","AAA Allied Insurance Services","2019"
"H3931","104","13","AAA Allied Insurance Services","2019"
"H3931","105","13","AAA Allied Insurance Services","2019"
"H3931","106","13","AAA Allied Insurance Services","2019"
"H3931","107","13","AAA Allied Insurance Services","2019"
"H3931","108","13","AAA Allied Insurance Services","2019"
"H3931","109","13","AAA Allied Insurance Services","2019"
"H3931","110","13","AAA Allied Insurance Services","2019"
"H3931","112","13","AAA Allied Insurance Services","2019"
"H3931","115","13","AAA Allied Insurance Services","2019"
"H3931","118","13","AAA Allied Insurance Services","2019"
"H3931","122","13","AAA Allied Insurance Services","2019"
"H3931","123","13","AAA Allied Insurance Services","2019"
"H3931","124","13","AAA Allied Insurance Services","2019"
"H3931","125","13","AAA Allied Insurance Services","2019"
"H3931","126","13","AAA Allied Insurance Services","2019"
"H3931","127","13","AAA Allied Insurance Services","2019"
"H3931","129","13","AAA Allied Insurance Services","2019"
"H3931","130","13","AAA Allied Insurance Services","2019"
"H3959","001","13","AAA Allied Insurance Services","2019"
"H3959","002","13","AAA Allied Insurance Services","2019"
"H3959","010","13","AAA Allied Insurance Services","2019"
"H3959","011","13","AAA Allied Insurance Services","2019"
"H3959","032","13","AAA Allied Insurance Services","2019"
"H3959","033","13","AAA Allied Insurance Services","2019"
"H3959","035","13","AAA Allied Insurance Services","2019"
"H3959","036","13","AAA Allied Insurance Services","2019"
"H3959","037","13","AAA Allied Insurance Services","2019"
"H3959","039","13","AAA Allied Insurance Services","2019"
"H3959","041","13","AAA Allied Insurance Services","2019"
"H3959","043","13","AAA Allied Insurance Services","2019"
"H3959","045","13","AAA Allied Insurance Services","2019"
"H3959","046","13","AAA Allied Insurance Services","2019"
"H3959","047","13","AAA Allied Insurance Services","2019"
"H3959","049","13","AAA Allied Insurance Services","2019"
"H3959","051","13","AAA Allied Insurance Services","2019"
"H4523","001","13","AAA Allied Insurance Services","2019"
"H4523","015","13","AAA Allied Insurance Services","2019"
"H4523","020","13","AAA Allied Insurance Services","2019"
"H4523","021","13","AAA Allied Insurance Services","2019"
"H4523","024","13","AAA Allied Insurance Services","2019"
"H5302","011","13","AAA Allied Insurance Services","2019"
"H5521","012","13","AAA Allied Insurance Services","2019"
"H5521","013","13","AAA Allied Insurance Services","2019"
"H5521","015","13","AAA Allied Insurance Services","2019"
"H5521","016","13","AAA Allied Insurance Services","2019"
"H5521","020","13","AAA Allied Insurance Services","2019"
"H5521","022","13","AAA Allied Insurance Services","2019"
"H5521","027","13","AAA Allied Insurance Services","2019"
"H5521","033","13","AAA Allied Insurance Services","2019"
"H5521","037","13","AAA Allied Insurance Services","2019"
"H5521","040","13","AAA Allied Insurance Services","2019"
"H5521","053","13","AAA Allied Insurance Services","2019"
"H5521","055","13","AAA Allied Insurance Services","2019"
"H5521","056","13","AAA Allied Insurance Services","2019"
"H5521","057","13","AAA Allied Insurance Services","2019"
"H5521","058","13","AAA Allied Insurance Services","2019"
"H5521","059","13","AAA Allied Insurance Services","2019"
"H5521","060","13","AAA Allied Insurance Services","2019"
"H5521","076","13","AAA Allied Insurance Services","2019"
"H5521","077","13","AAA Allied Insurance Services","2019"
"H5521","081","13","AAA Allied Insurance Services","2019"
"H5521","082","13","AAA Allied Insurance Services","2019"
